id,match,cote_1,cote_N,cote_2,somme_probabilites,marge_%,trj_%,prob_1_%,prob_N_%,prob_2_%
71805790,,1.92,2.9,4.0,1.1156609195402298,11.57,89.63,46.7,30.9,22.4
71805796,,1.52,3.7,5.3,1.1168442523953943,11.68,89.54,58.9,24.2,16.9
71901850,,3.35,3.35,1.86,1.1346493339752848,13.46,88.13,26.3,26.3,47.4
71901852,,1.4,4.0,5.8,1.1366995073891626,13.67,87.97,62.8,22.0,15.2
71901854,,1.56,3.8,4.3,1.1367416752973667,13.67,87.97,56.4,23.2,20.5
71901856,,1.48,4.0,4.7,1.1384416331224843,13.84,87.84,59.4,22.0,18.7
71913032,,5.2,4.4,1.42,1.1238057716930956,12.38,88.98,17.1,20.2,62.7
71913034,,1.72,3.35,3.6,1.1576805893015543,15.77,86.38,50.2,25.8,24.0
71913036,,2.55,3.25,2.3,1.134631779133058,13.46,88.13,34.6,27.1,38.3
71913038,,1.34,4.2,5.7,1.1598024913028842,15.98,86.22,64.3,20.5,15.1
71913040,,1.29,4.9,6.5,1.1331215849488274,13.31,88.25,68.4,18.0,13.6
71924976,,1.66,3.75,3.75,1.1357429718875502,13.57,88.05,53.0,23.5,23.5
71924978,,3.35,3.7,1.76,1.1369595511386557,13.7,87.95,26.3,23.8,50.0
71924980,,1.38,4.2,5.1,1.1588113506272075,15.88,86.3,62.5,20.5,16.9
71924982,,2.55,3.2,2.3,1.1394394714407503,13.94,87.76,34.4,27.4,38.2
71924984,,2.65,3.5,2.0,1.1630727762803235,16.31,85.98,32.4,24.6,43.0
71924986,,1.35,4.4,5.3,1.1566927132964868,15.67,86.45,64.0,19.6,16.3
71944890,,1.49,4.4,5.5,1.0802318486882245,8.02,92.57,62.1,21.0,16.8
71944892,,2.15,3.25,3.3,1.075838889792378,7.58,92.95,43.2,28.6,28.2
71944894,,6.25,4.7,1.41,1.0819858156028368,8.2,92.42,14.8,19.7,65.5
71944896,,4.6,3.3,1.8,1.0759771629336847,7.6,92.94,20.2,28.2,51.6
71944898,,1.19,6.75,11.0,1.0793933735110206,7.94,92.64,77.9,13.7,8.4
71944900,,2.45,3.0,2.95,1.0804796494869133,8.05,92.55,37.8,30.9,31.4
71944902,,1.54,4.1,5.4,1.0784382735602247,7.84,92.73,60.2,22.6,17.2
71944904,,4.2,3.75,1.74,1.0794745484400656,7.95,92.64,22.1,24.7,53.2
71944906,,4.3,3.6,1.76,1.0785177354944797,7.85,92.72,21.6,25.8,52.7
71944908,,2.2,3.15,3.2,1.084505772005772,8.45,92.21,41.9,29.3,28.8
71960050,,3.0,3.45,1.98,1.1282389108476065,12.82,88.63,29.5,25.7,44.8
71960052,,6.5,5.1,1.24,1.1563761981219287,15.64,86.48,13.3,17.0,69.7
71960054,,8.5,6.0,1.14,1.1615067079463364,16.15,86.1,10.1,14.3,75.5
71960056,,14.5,7.75,1.06,1.1413940017209896,14.14,87.61,6.0,11.3,82.7
71960058,,13.5,8.0,1.06,1.1424703004891683,14.25,87.53,6.5,10.9,82.6
71960060,,2.8,3.8,1.96,1.1305048335123522,13.05,88.46,31.6,23.3,45.1
71960062,,4.8,4.4,1.45,1.1252612330198537,12.53,88.87,18.5,20.2,61.3
71960064,,16.0,10.0,1.02,1.142892156862745,14.29,87.5,5.5,8.7,85.8
71960066,,4.5,4.1,1.49,1.137265600843928,13.73,87.93,19.5,21.4,59.0
71960068,,9.0,6.0,1.18,1.125235404896422,12.52,88.87,9.9,14.8,75.3
71960070,,4.4,4.4,1.46,1.1394769613947695,13.95,87.76,19.9,19.9,60.1
71960074,,3.25,3.75,1.78,1.1361567271679631,13.62,88.02,27.1,23.5,49.4
71960076,,3.95,3.9,1.6,1.1345748133722817,13.46,88.14,22.3,22.6,55.1
